NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado
ISBVGB8SSGM,41,204,PRCQ55184009476440,MDEX58045610929994,672.89,1653442824.253794,1658713224.253795,005-31-6543,aceptado
UXQDGBMJJIW,41,204,PRCQ55184009476440,RBIM95852485829851,310.71,1651887624.253816,1658540424.253817,005-31-6543,aceptado
XVSQGBE44G1,41,204,PRCQ55184009476440,ABLQ74095174425369,552.57,1653010824.253838,1658194824.253839,005-31-6543,rechazado
TVNJGB5KPZX,41,204,PRCQ55184009476440,SSRX88822841279437,414.26,1651714824.25386,1657417224.253861,005-31-6543,pendiente
EWRKGB84WFU,41,204,PRCQ55184009476440,UFJO58735004983396,289.08,1650937224.253882,1658454024.253883,005-31-6543,rechazado
FXBPGBH9V8W,41,204,PRCQ55184009476440,UQBV09594309539486,213.88,1651023624.253904,1657244424.253905,005-31-6543,aceptado
LZNTGB57FF9,41,204,PRCQ55184009476440,BUDO75900706560421,166.14,1650418824.253926,1658108424.253927,005-31-6543,pendiente
FMXEGBAHO48,41,204,YBPO22604272311440,DQAM23959256991525,710.18,1650332424.253948,1657503624.253949,005-31-6543,rechazado
STRDGBIRH1M,41,204,YBPO22604272311440,OLPF68055734008308,874.13,1650505224.253986,1657590024.253987,005-31-6543,pendiente
CSGUGB2LC5P,41,204,YBPO22604272311440,FNIZ52114728499799,680.75,1652233224.254008,1657590024.25401,005-31-6543,aceptado
BCOOGBRY17S,41,204,YBPO22604272311440,SDUT36032932627106,355.81,1653529224.25403,1658799624.254032,005-31-6543,aceptado
PPTRGBN6TNX,41,204,YBPO22604272311440,CXRE56269498351858,57.19,1652060424.254052,1657849224.254053,005-31-6543,rechazado
LBQKGBXDVRH,41,204,YBPO22604272311440,DDMP03417790860225,473.7,1652751624.254074,1657417224.254075,005-31-6543,aceptado
RRJKGBNMKLS,82,167,EZTM02968476856422,HRKC35049063256949,496.41,1653097224.254352,1657503624.254353,308-77-5232,rechazado
TBZXGBQBECA,82,167,EZTM02968476856422,CORR28160021750394,315.75,1652060424.254374,1658367624.254375,308-77-5232,aceptado
AGIUGBA9T9D,82,167,EZTM02968476856422,EGRZ74442667858717,433.95,1651369224.254396,1658022024.254398,308-77-5232,rechazado
ZZGQGBVWUBI,82,167,EZTM02968476856422,GQVE85384272086408,632.47,1651196424.254418,1657503624.25442,308-77-5232,rechazado
RRBGGB73YVR,82,167,EZTM02968476856422,WLMW51958909813539,352.51,1653442824.25444,1658799624.254442,308-77-5232,aceptado
AHFOGBS7U76,82,167,HTYY81802408204707,IKJY78701653772775,852.55,1651282824.254462,1657071624.254464,308-77-5232,pendiente
LDMBGBUDM2B,82,167,HTYY81802408204707,DBGW22871728089200,613.58,1652233224.254501,1658454024.254502,308-77-5232,pendiente
YVVYGBOMDLM,82,167,XUMT52210254705443,QQHL64977342982997,592.5,1653529224.254523,1658454024.254524,308-77-5232,aceptado
SMXJGB7PY2T,82,167,XUMT52210254705443,VCXY14524596971656,975.59,1652319624.254561,1658108424.254562,308-77-5232,rechazado
UISUGBUUWR3,82,167,ODHK42737812207692,VRPX19267519937542,303.7,1652492424.254583,1657503624.254585,308-77-5232,pendiente
SDOPGB7ZNUG,82,167,EMJG76299281181237,ASVB03841534890435,232.56,1651542024.254621,1658367624.254623,308-77-5232,aceptado
MHELGBVC6GR,82,167,EMJG76299281181237,WQVQ85947487777324,715.15,1653356424.254659,1657417224.254661,308-77-5232,aceptado
DTVRGBOCDGB,82,167,EMJG76299281181237,WBUB72663242293838,952.15,1651542024.254681,1658108424.254683,308-77-5232,pendiente
HPQUGBZPIY8,82,167,EMJG76299281181237,ZLHK87537687419282,664.9,1650332424.254703,1657676424.254705,308-77-5232,aceptado
NYYWGB7ZQYO,82,167,EMJG76299281181237,FTWE98714866363876,730.25,1650937224.254726,1657503624.254727,308-77-5232,aceptado
KXCPGBO8GSG,82,167,EMJG76299281181237,DQZH35131585567543,718.64,1651196424.254757,1658281224.254758,308-77-5232,rechazado
SQWTGBP3VNT,82,167,EMJG76299281181237,QSZH37158189415771,225.61,1653356424.254779,1657676424.254781,308-77-5232,aceptado
POLVGBJKZIZ,82,167,EMJG76299281181237,TWJY68834219615792,206.73,1650937224.254801,1657849224.254803,308-77-5232,pendiente
HHNAGBNY6MX,82,167,EMJG76299281181237,QMQK25511327511678,700.68,1651801224.254823,1658194824.254825,308-77-5232,rechazado
SDOEGBUMUMX,82,167,EMJG76299281181237,TBAN89622899697919,689.66,1653097224.254846,1658713224.254847,308-77-5232,pendiente
TRVHGBC6ZYX,36,109,XEOG10867804473835,PQCC36854056062129,451.39,1650678024.255123,1657071624.255124,365-10-6972,pendiente
SQNPGBT2I6Y,36,109,XEOG10867804473835,WIRI89936500467075,921.38,1653615624.255145,1657071624.255147,365-10-6972,rechazado
WZJSGBHSLBR,36,109,XEOG10867804473835,PYCP83847221607977,624.46,1653615624.255168,1657158024.255169,365-10-6972,aceptado
JUNAGBUQ1PQ,36,109,XEOG10867804473835,DJRC64341769816398,425.48,1653615624.25519,1658799624.255191,365-10-6972,rechazado
VAMOGBWPT1U,36,109,XEOG10867804473835,ZNKC38071349264202,119.98,1651974024.255212,1657417224.255213,365-10-6972,aceptado
ZLDHGBVL7RW,36,109,XEOG10867804473835,RCVM73299948569923,698.5,1652319624.255234,1657849224.255236,365-10-6972,pendiente
ALOJGBTTV65,36,109,XEOG10867804473835,WOXS29375862374181,437.01,1650850824.255257,1657590024.255258,365-10-6972,rechazado
EPIQGBN202A,36,109,XEOG10867804473835,RFZV43740551906101,937.03,1651110024.255279,1658194824.25528,365-10-6972,aceptado
HYXIGBS6UTS,36,109,XEOG10867804473835,AUZD21079762560172,858.36,1652492424.255301,1658281224.255303,365-10-6972,pendiente
NDJHGB26K3T,36,109,XEOG10867804473835,FXUM90605285075674,150.61,1650332424.255323,1657071624.255325,365-10-6972,aceptado
LWOWGB5NBDY,36,109,XEOG10867804473835,SZXX24781562250410,903.31,1650332424.255346,1657417224.255348,365-10-6972,aceptado
HAINGB7MYD9,36,109,XEOG10867804473835,SPRH12212033662932,409.58,1652319624.255368,1658022024.25537,365-10-6972,rechazado
MSLKGBO10B8,36,109,XEOG10867804473835,IRQR83123340128743,37.51,1651455624.255391,1657762824.255393,365-10-6972,rechazado
GMKRGB6V49Q,36,109,XEOG10867804473835,RXYG98261785820657,74.53,1650850824.255414,1658194824.255416,365-10-6972,pendiente
OFMOGBIGMK5,36,109,XEOG10867804473835,WCWW87650261096383,992.87,1652578824.255437,1657417224.255439,365-10-6972,pendiente
QZETGBS6XAI,36,109,XEOG10867804473835,BUCW44553287816171,819.03,1652578824.255459,1658713224.25546,365-10-6972,rechazado
XMJNGBVJ0VI,36,109,KXZM00526930631950,KIKH36313898930638,31.38,1650505224.255481,1657676424.255482,365-10-6972,rechazado
GKTFGBSK808,36,109,KXZM00526930631950,XTTP28916687903325,56.64,1652060424.255519,1658713224.255521,365-10-6972,rechazado
BLDXGBYIG99,36,109,KXZM00526930631950,CGKX51727260622335,867.52,1653356424.255542,1657417224.255543,365-10-6972,pendiente
BACWGBEWG8X,36,109,KXZM00526930631950,KWRY87339836768185,879.24,1653442824.255564,1657935624.255565,365-10-6972,aceptado
BKQBGBVMOXE,50,50,GHGE39214402836857,YFGJ92503065536225,985.0,1650678024.255842,1658713224.255844,552-56-0418,aceptado
OKPQGBF6CFN,50,50,GHGE39214402836857,JNND43153564146474,975.15,1652578824.255864,1658367624.255866,552-56-0418,aceptado
YZFYGBHT9O5,50,50,GHGE39214402836857,RZZT83228974345520,903.83,1651974024.255887,1657935624.255888,552-56-0418,pendiente
LETPGBQ34E4,50,50,GHGE39214402836857,XAOO17657621600011,901.59,1651196424.255909,1658626824.25591,552-56-0418,aceptado
HSMIGBPNBTH,50,50,GHGE39214402836857,LSBW87820689658461,970.13,1651542024.255931,1658626824.255932,552-56-0418,aceptado
IPXZGBF8B2P,50,50,GHGE39214402836857,WIKB28622590153367,211.54,1653442824.255953,1657590024.255954,552-56-0418,pendiente
MUNGGBHBDX5,50,50,INKS31625160645432,PHWE22953416505100,133.29,1653442824.255975,1658281224.255977,552-56-0418,rechazado
YZSCGB6VODM,50,50,INKS31625160645432,JAED09606944030348,694.46,1650505224.256013,1658194824.256015,552-56-0418,rechazado
LWUZGBI2WLJ,50,50,INKS31625160645432,EUKX19620368655834,612.3,1651974024.256035,1658367624.256037,552-56-0418,aceptado
ICTGGB5X4DM,50,50,INKS31625160645432,FOTP98474635304018,451.82,1650159624.256058,1657244424.256059,552-56-0418,pendiente
TNBZGBZ6G5S,50,50,INKS31625160645432,OTTU04907393005967,291.97,1651628424.25608,1657244424.256081,552-56-0418,rechazado
VJGCGBDGKUH,50,50,INKS31625160645432,ZEXG68137022692971,481.16,1651369224.256102,1658367624.256103,552-56-0418,rechazado
IDXGGBKO1FG,50,50,INKS31625160645432,VFDQ70227530762065,847.75,1653442824.256124,1657590024.256125,552-56-0418,rechazado
QNHAGBPVZ6R,50,50,INKS31625160645432,UKQN72908758475948,320.76,1651801224.256152,1658454024.256154,552-56-0418,rechazado
BXQZGB4H9DG,50,50,INKS31625160645432,HZMI05475971783674,113.85,1652233224.256174,1657244424.256176,552-56-0418,aceptado
AUKPGB0S3HP,50,50,INKS31625160645432,APSN39499326069272,26.36,1651887624.256197,1658194824.256198,552-56-0418,aceptado
SEARGB85PV8,50,50,INKS31625160645432,KSBG28943950891690,121.21,1650505224.256219,1658713224.25622,552-56-0418,pendiente
PTLJGBYNZEV,50,50,INKS31625160645432,BKXT41126631096768,884.12,1650678024.256241,1658540424.256243,552-56-0418,aceptado
QEMEGBXIQKM,50,50,INKS31625160645432,LXOG76653436306791,907.11,1653183624.256263,1658713224.256265,552-56-0418,aceptado
GSGJGBN5LU0,50,50,INKS31625160645432,HZXK56464983479485,785.18,1652406024.256285,1658367624.256287,552-56-0418,aceptado
EJNMGB869EG,6,212,YSGA71857857174015,BOZD26212497472408,698.47,1652146824.256565,1658626824.256567,098-13-0194,pendiente
AEPCGB6PAU3,6,212,YSGA71857857174015,YHOQ76739681704705,620.59,1650418824.256589,1658454024.256591,098-13-0194,aceptado
IAXDGBEN9LJ,6,212,YSGA71857857174015,MNOU63355550452656,68.55,1652751624.256612,1657590024.256613,098-13-0194,rechazado
YLNUGBJ014M,6,212,YSGA71857857174015,RRMB07136697989334,106.46,1651369224.256634,1658713224.256636,098-13-0194,rechazado
XUHAGB1INO4,6,212,YSGA71857857174015,LBIP77273949144196,501.96,1653356424.256656,1657762824.256658,098-13-0194,aceptado
ITWBGBMKNAV,6,212,YSGA71857857174015,VWTS19691140388819,384.64,1653270024.256678,1657676424.25668,098-13-0194,pendiente
AWRSGBOQENO,6,212,YSGA71857857174015,ZXWU65199272696767,841.83,1651887624.2567,1658108424.256702,098-13-0194,rechazado
GHIXGBWSFA7,6,212,YSGA71857857174015,BRMW96377011565273,997.56,1653010824.256722,1658626824.256724,098-13-0194,pendiente
CWRPGBJA7H9,6,212,YSGA71857857174015,TCNO88659960080347,565.83,1650159624.256744,1658454024.256746,098-13-0194,pendiente
TPGHGBUEKPK,6,212,YSGA71857857174015,KTKX99212749047532,955.22,1650505224.256766,1658022024.256768,098-13-0194,aceptado
ZUULGBDJBDD,6,212,YSGA71857857174015,FKZO90387278679673,218.44,1650332424.256789,1658713224.25679,098-13-0194,pendiente
DMOEGB8P7MN,6,212,YSGA71857857174015,DMFC55101743499807,326.69,1653615624.256811,1657935624.256812,098-13-0194,aceptado
BHTWGBDJ089,6,212,YSGA71857857174015,OJWQ47043121999902,310.1,1650937224.256833,1658713224.256834,098-13-0194,pendiente
WLBZGB939QK,6,212,YSGA71857857174015,TLYN91326243240594,642.68,1650418824.256855,1658108424.256857,098-13-0194,aceptado
CGSYGBC1EDL,6,212,YSGA71857857174015,KMGG69534473993311,207.2,1651801224.256877,1657071624.256879,098-13-0194,rechazado
AJBKGBYN5PF,6,212,YSGA71857857174015,OCTA14294684325977,866.84,1653270024.256899,1657417224.256901,098-13-0194,rechazado
RZCEGBG6FAL,6,212,YSGA71857857174015,XECR68073754283530,47.76,1652146824.256921,1657935624.256923,098-13-0194,pendiente
COVOGBP8XBQ,6,212,YSGA71857857174015,CQFL25854715159049,551.68,1653097224.256943,1657503624.256945,098-13-0194,aceptado
ZEBWGB0EL6O,6,212,YSGA71857857174015,EPZB87260073544904,211.44,1650418824.256965,1657244424.256966,098-13-0194,rechazado
IOXKGBDHK81,6,212,YSGA71857857174015,MIWN86050358607829,310.59,1651542024.256987,1657762824.256989,098-13-0194,aceptado
RXCUGB8QLKY,75,221,BIPV05316796023963,BFMW90338859829748,165.28,1652319624.257264,1658108424.257266,377-89-5484,rechazado
KVWSGB1CI1C,75,221,BIPV05316796023963,RKWE84561383499904,797.78,1651023624.257287,1658367624.257288,377-89-5484,aceptado
TLHNGBER9T0,75,221,BIPV05316796023963,GRIU61640488216095,947.6,1653183624.25732,1657503624.257322,377-89-5484,rechazado
KECHGBULQQV,75,221,BIPV05316796023963,OLTZ80519831222156,456.65,1652060424.257343,1657935624.257345,377-89-5484,rechazado
LECWGBFSTOU,75,221,BIPV05316796023963,YWBF58566174589588,610.67,1653356424.257366,1657590024.257367,377-89-5484,aceptado
ELSTGB8UTY6,75,221,BIPV05316796023963,MQFG28725653282527,320.21,1651369224.257388,1658108424.257389,377-89-5484,pendiente
HBXJGBV9IAN,75,221,BIPV05316796023963,NOLT53537423099488,837.55,1653529224.25741,1658281224.257411,377-89-5484,aceptado
WBZMGB6UKVX,75,221,BIPV05316796023963,PIDZ99473982067509,100.3,1650332424.257431,1658799624.257433,377-89-5484,aceptado
KIPKGB7EUZV,75,221,BIPV05316796023963,SNCU12574626466534,184.89,1652060424.257453,1658799624.257455,377-89-5484,pendiente
WMGIGBOAA43,75,221,BIPV05316796023963,BJBF99410668149908,749.84,1650937224.257476,1657676424.257477,377-89-5484,rechazado
IVZKGB9R8MZ,75,221,BIPV05316796023963,IKVA40025096617824,656.67,1651974024.257498,1658194824.257499,377-89-5484,pendiente
RNPSGBGICLW,75,221,BIPV05316796023963,XWOZ66778320272880,58.39,1651542024.25752,1657590024.257521,377-89-5484,aceptado
RYLXGBN71Q8,75,221,BIPV05316796023963,QKJY18025724992222,667.7,1653529224.257542,1657417224.257544,377-89-5484,rechazado
ZYLQGBLPVRX,75,221,BIPV05316796023963,LBDG49902171074215,524.78,1650505224.257565,1657590024.257567,377-89-5484,rechazado
XYBZGBHEZTX,75,221,BIPV05316796023963,IGAF69130309790644,93.48,1650246024.257587,1658540424.257589,377-89-5484,pendiente
SDQWGBT0ZS6,75,221,BIPV05316796023963,CYWG39266892255125,195.65,1651023624.257609,1658454024.25761,377-89-5484,aceptado
NMVDGB4M12J,75,221,BIPV05316796023963,OVQU48969767896129,692.27,1652060424.257631,1657244424.257632,377-89-5484,pendiente
WJVMGB2U2RL,75,221,BIPV05316796023963,PHNZ60827018593455,870.89,1651714824.257653,1657158024.257655,377-89-5484,aceptado
RLZAGBZ749H,75,221,BIPV05316796023963,IWPA61100215118819,220.91,1650678024.257675,1657935624.257677,377-89-5484,rechazado
IFBKGBBXK9J,75,221,BIPV05316796023963,KQVK89135129204935,61.09,1651196424.257697,1658799624.257699,377-89-5484,pendiente
BPULGBLKLSR,6,107,DPFG74744332964580,EJTA78242968898326,311.66,1650418824.257973,1657935624.257974,701-68-5812,aceptado
CETNGBIQ6UD,6,107,DPFG74744332964580,AIZF84402012841143,241.18,1651282824.257995,1657071624.257996,701-68-5812,rechazado
AKBMGBJWJQ6,6,107,DPFG74744332964580,OVIQ39803893139552,802.9,1650678024.258017,1658022024.258018,701-68-5812,rechazado
PERSGBITZ6C,6,107,DPFG74744332964580,QNPS42988894868414,319.41,1650678024.258039,1658022024.258041,701-68-5812,rechazado
DUHIGBBIDWL,6,107,DPFG74744332964580,VOUM05938404744505,24.13,1652406024.258061,1657158024.258063,701-68-5812,pendiente
ANAHGB4M1AK,6,107,DPFG74744332964580,RQXF71023653425814,43.03,1650850824.258083,1657503624.258085,701-68-5812,rechazado
TSUQGB0IVP3,6,107,DPFG74744332964580,GXQL81309097439582,867.51,1650418824.258105,1658454024.258107,701-68-5812,aceptado
YMRBGBKMEPO,6,107,DPFG74744332964580,TLGQ66442842191777,289.85,1653356424.258128,1657935624.258129,701-68-5812,rechazado
KCSSGBKLB1H,6,107,DPFG74744332964580,JQRW61213373617015,632.33,1650159624.25815,1657676424.258152,701-68-5812,pendiente
BTWXGBISKW6,6,107,DPFG74744332964580,CGPN32349572019235,324.42,1653356424.258173,1657330824.258174,701-68-5812,pendiente
VOZDGB97MV4,6,107,DPFG74744332964580,FMAM36597919278733,799.45,1650937224.258196,1657590024.258197,701-68-5812,pendiente
BTGSGB99GC1,6,107,DPFG74744332964580,TUXP18706349090451,131.12,1652665224.258218,1658281224.258219,701-68-5812,aceptado
CYORGBW08JA,6,107,DPFG74744332964580,YMOU60043688691597,814.84,1652060424.25824,1657849224.258242,701-68-5812,aceptado
MHYCGBV7P2U,6,107,DPFG74744332964580,DJTM34169450583230,909.79,1652319624.258262,1658799624.258264,701-68-5812,pendiente
YFOTGB7MR5W,6,107,DPFG74744332964580,JJLA39764066877800,928.68,1651110024.258284,1658454024.258286,701-68-5812,aceptado
HHGXGB2NRXO,6,107,DPFG74744332964580,HJFZ50783855580637,647.91,1653356424.258306,1658108424.258308,701-68-5812,pendiente
AUAFGB0RNM3,6,107,DPFG74744332964580,GURB10480145276282,295.44,1651887624.258328,1657158024.25833,701-68-5812,pendiente
EDGZGBZ3TLV,6,107,DPFG74744332964580,MONM12828372791073,322.3,1651714824.25835,1658367624.258352,701-68-5812,pendiente
UFIDGBCVFNB,6,107,DPFG74744332964580,QUES20600783593331,749.81,1653270024.258373,1658626824.258374,701-68-5812,rechazado
BSBFGBC9Z5V,6,107,DPFG74744332964580,VRIC17025250831784,741.23,1651628424.258395,1658626824.258396,701-68-5812,aceptado
MYMXGBOUSEG,69,170,ANHG99657123751288,VATN74847210577539,612.32,1650418824.258769,1657590024.258777,253-55-1791,pendiente
YOUGGB8438S,69,170,ANHG99657123751288,IENY22915932900224,244.94,1651455624.258816,1658540424.258817,253-55-1791,aceptado
GDNXGB3DRP2,69,170,ANHG99657123751288,BYNB29818138885225,297.95,1650418824.258842,1658454024.258843,253-55-1791,rechazado
QFBJGBQ1WLT,69,170,ANHG99657123751288,IUIA28453724924348,580.94,1651801224.258864,1658281224.258866,253-55-1791,aceptado
CWZOGBZBVAM,69,170,ANHG99657123751288,GSGQ57097208695890,54.31,1651369224.258886,1658108424.258888,253-55-1791,rechazado
RKOFGBHIWZQ,69,170,ANHG99657123751288,ZHMW36017328183648,200.42,1652319624.258909,1658108424.258911,253-55-1791,pendiente
SDFGGBEJE4T,69,170,ANHG99657123751288,KYJO56720000121325,541.59,1652838024.258932,1657762824.258933,253-55-1791,pendiente
GQASGBSABCG,69,170,ANHG99657123751288,QPQN76745431156510,769.67,1652233224.258957,1658799624.258959,253-55-1791,pendiente
BQWTGBW15OK,69,170,ANHG99657123751288,BCNA24000847945251,738.71,1651282824.25898,1658022024.258982,253-55-1791,pendiente
SWRBGBRJQUS,69,170,ANHG99657123751288,XRNL02637352038747,920.19,1651887624.259003,1658799624.259005,253-55-1791,aceptado
LPQEGB6HK2T,69,170,ANHG99657123751288,PMNQ04564241812213,782.57,1652060424.259026,1658540424.259028,253-55-1791,rechazado
UPVGGB8JAVU,69,170,ANHG99657123751288,VYMF02927471270740,584.34,1651023624.259049,1658799624.259051,253-55-1791,rechazado
BOSIGBKOPC4,69,170,ANHG99657123751288,BUQD83117507559108,121.99,1651282824.259071,1658194824.259073,253-55-1791,aceptado
HPLOGB31HJ5,69,170,ANHG99657123751288,CFMK15719432347182,262.68,1651196424.259093,1658540424.259095,253-55-1791,pendiente
TKCHGBZNDAO,69,170,ANHG99657123751288,OGVP35262283982453,956.45,1652751624.259115,1657417224.259117,253-55-1791,pendiente
NCJWGBKMFDX,69,170,ANHG99657123751288,YCAV06902595822933,181.92,1651542024.259138,1657417224.259139,253-55-1791,rechazado
EFXHGBAS24T,69,170,ANHG99657123751288,YZER30125502286267,281.04,1652751624.259164,1658022024.259165,253-55-1791,pendiente
TTNGGB4Z0KO,69,170,ANHG99657123751288,NBLN21076039987408,950.88,1650332424.259186,1657158024.259187,253-55-1791,pendiente
DYZCGBZIUOK,69,170,ANHG99657123751288,NOUB97691075869441,674.63,1650505224.259208,1657503624.259209,253-55-1791,rechazado
NCMKGBBEFT7,69,170,ANHG99657123751288,ASSL27073832485466,947.88,1652319624.25923,1657676424.259232,253-55-1791,pendiente
CZLYGBDQRFA,21,176,VUGI69086551509443,YRTU03116137284155,155.26,1652406024.259516,1658713224.259518,441-82-4420,pendiente
UXMTGBVACVG,21,176,SIEW54835514508865,MPKP38765489709736,450.26,1653529224.259539,1657676424.259541,441-82-4420,rechazado
MGVYGBT228G,21,176,SIEW54835514508865,SWNZ12003898257583,653.84,1650246024.259577,1658194824.259578,441-82-4420,aceptado
ROXPGBXTG8D,21,176,SIEW54835514508865,FZSD25272244531535,550.13,1650850824.259599,1657935624.2596,441-82-4420,rechazado
KSZTGBCKQTR,21,176,SIEW54835514508865,LTDI26331491667436,253.96,1650591624.259621,1658540424.259622,441-82-4420,rechazado
REYBGBXUCEB,21,176,SIEW54835514508865,XSFY94110218773622,224.62,1653097224.259646,1658194824.259647,441-82-4420,rechazado
YTZLGBVDIS3,21,176,SIEW54835514508865,UVMH68729958639575,805.7,1652751624.259668,1658108424.25967,441-82-4420,pendiente
VGWUGB60UMU,21,176,SIEW54835514508865,ACHC17299484508587,67.07,1651974024.25969,1657762824.259692,441-82-4420,aceptado
FPEAGBB49IQ,21,176,SIEW54835514508865,YXLD44757731733551,463.37,1652060424.259712,1657071624.259714,441-82-4420,aceptado
IOVTGBUW70Q,21,176,SIEW54835514508865,JZFI54829829236884,500.81,1653442824.259774,1657762824.259775,441-82-4420,aceptado
ISUQGBV2WBY,21,176,SIEW54835514508865,RRNL63117878186050,256.28,1653097224.259798,1658281224.259801,441-82-4420,rechazado
PASUGB6DOOE,21,176,SIEW54835514508865,KFKF78215414469893,394.98,1651542024.259822,1657071624.259824,441-82-4420,rechazado
KLDZGBSA9HG,21,176,SIEW54835514508865,QLGK74334860229027,197.97,1651196424.259844,1657676424.259846,441-82-4420,pendiente
AWXMGB7BDMX,21,176,SIEW54835514508865,HEVK15712539509701,855.95,1651110024.259867,1657849224.25987,441-82-4420,pendiente
ZYTDGBPQ9TN,21,176,SIEW54835514508865,VWVG51476706799302,160.22,1650591624.259891,1657244424.259892,441-82-4420,aceptado
